gene_name,gene_id,lsv_id,deltaPSI,p_d_psi_0_10_per_lsv_junction,FDR,control_e_psi,tdp_kd_e_psi,lsv_type,a5ss,a3ss,es,num_junctions,num_exons,de_novo_junctions,chr,strand,lsv_junc,exon_start,exon_end,junc_start,junc_end,ir_start,ir_end,junc_dist,paste_into_igv_junction,paste_into_igv_exon,exon_length,exon_mod_3,exon_type
BX890604.2,ENSG00000285756.2,ENSG00000285756.2:s:3827151-3828979,0.114692859802079,0.557399068012516,4.26065036745755e-06,0.222,0.382,s|1e1.1o2|1e2.2o3|1e3.1o1|1e4.1o1|1e5.1o1,FALSE,FALSE,TRUE,5,6,1,chrX,-,ENSG00000285756.2:s:3827151-3828979_3826729-3828506,3817528,3817778,3826729,3828506,,,1777,chrX:3826729-3828506,chrX:3817528-3817778,250,1,source
BX890604.2,ENSG00000285756.2,ENSG00000285756.2:s:3827151-3828979,0.0205181413661512,0.0180265717116362,9.62519811400324e-05,0.037,0.07,s|1e1.1o2|1e2.2o3|1e3.1o1|1e4.1o1|1e5.1o1,FALSE,FALSE,TRUE,5,6,1,chrX,-,ENSG00000285756.2:s:3827151-3828979_3822580-3828506,3818442,3818500,3822580,3828506,,,5926,chrX:3822580-3828506,chrX:3818442-3818500,58,1,source
BX890604.2,ENSG00000285756.2,ENSG00000285756.2:s:3827151-3828979,-0.240649699699436,0.947187414111542,7.66470181212675e-07,0.657,0.387,s|1e1.1o2|1e2.2o3|1e3.1o1|1e4.1o1|1e5.1o1,FALSE,FALSE,TRUE,5,6,1,chrX,-,ENSG00000285756.2:s:3827151-3828979_3818703-3828506,3818657,3818703,3818703,3828506,,,9803,chrX:3818703-3828506,chrX:3818657-3818703,46,1,source
BX890604.2,ENSG00000285756.2,ENSG00000285756.2:s:3827151-3828979,0.0750603299258938,0.296359118292812,8.16340017038782e-06,0.028,0.126,s|1e1.1o2|1e2.2o3|1e3.1o1|1e4.1o1|1e5.1o1,FALSE,FALSE,TRUE,5,6,1,chrX,-,ENSG00000285756.2:s:3827151-3828979_3818500-3828506,3822374,3822622,3818500,3828506,,,10006,chrX:3818500-3828506,chrX:3822374-3822622,248,2,source
BX890604.2,ENSG00000285756.2,ENSG00000285756.2:s:3827151-3828979,-0.0107640119537576,0.00438905636981235,0.000290249994820191,0.055,0.036,s|1e1.1o2|1e2.2o3|1e3.1o1|1e4.1o1|1e5.1o1,FALSE,FALSE,TRUE,5,6,1,chrX,-,ENSG00000285756.2:s:3827151-3828979_3817778-3828506,3826601,3826729,3817778,3828506,,,10728,chrX:3817778-3828506,chrX:3826601-3826729,128,2,source
AK2,ENSG00000004455.16,ENSG00000004455.16:s:33013044-33013402,-0.000193629684449117,6.21959765683462e-07,0.445585377330726,0.039,0.038,s|1e1.2o2|1e2.1o1|i,FALSE,FALSE,TRUE,3,3,1,chr1,-,ENSG00000004455.16:s:33013044-33013402_33012122-33013207,33007940,33010833,33012122,33013207,33012358,33013043,1085,chr1:33012122-33013207,chr1:33007940-33010833,2893,1,source
AK2,ENSG00000004455.16,ENSG00000004455.16:s:33013044-33013402,0.132612773212798,0.748468017619601,1.26308135554369e-05,0.242,0.388,s|1e1.2o2|1e2.1o1|i,FALSE,FALSE,TRUE,3,3,1,chr1,-,ENSG00000004455.16:s:33013044-33013402_33010833-33013207,33012074,33012357,33010833,33013207,,,2374,chr1:33010833-33013207,chr1:33012074-33012357,283,1,source
AK2,ENSG00000004455.16,ENSG00000004455.16:s:33013044-33013402,-0.129541814935508,0.726061752280111,1.45139774893055e-05,0.718,0.575,s|1e1.2o2|1e2.1o1|i,FALSE,FALSE,TRUE,3,3,0,chr1,-,ENSG00000004455.16:s:33013044-33013402_33012358-33013043,33013044,33013402,33012358,33013043,,,685,chr1:33012358-33013043,chr1:33013044-33013402,358,1,source
AK2,ENSG00000004455.16,ENSG00000004455.16:t:33007940-33010833,0.137100773925896,0.776939782906532,1.10164627926557e-05,0.235,0.377,t|1e1.1o2|1e2.1o1|i,FALSE,FALSE,TRUE,3,3,1,chr1,-,ENSG00000004455.16:t:33007940-33010833_33010833-33013207,33007940,33010833,33010833,33013207,33010834,33011447,2374,chr1:33010833-33013207,chr1:33007940-33010833,2893,1,target
AK2,ENSG00000004455.16,ENSG00000004455.16:t:33007940-33010833,-0.0113501191315279,0.01115751236115,0.0014021806903417,0.262,0.239,t|1e1.1o2|1e2.1o1|i,FALSE,FALSE,TRUE,3,3,1,chr1,-,ENSG00000004455.16:t:33007940-33010833_33010833-33012074,33012074,33012357,33010833,33012074,,,1241,chr1:33010833-33012074,chr1:33012074-33012357,283,1,target
AK2,ENSG00000004455.16,ENSG00000004455.16:t:33007940-33010833,-0.109948747524566,0.576897171242958,3.29288230025426e-05,0.502,0.379,t|1e1.1o2|1e2.1o1|i,FALSE,FALSE,TRUE,3,3,0,chr1,-,ENSG00000004455.16:t:33007940-33010833_33010834-33011447,33013044,33013402,33010834,33011447,,,613,chr1:33010834-33011447,chr1:33013044-33013402,358,1,target
CTNS,ENSG00000040531.14,ENSG00000040531.14:s:3647444-3647604,0.1698619452499,0.810598730164686,1.77114693023602e-06,0.475,0.679,s|1e1.1o1|1e2.1o1,FALSE,FALSE,TRUE,2,3,1,chr17,+,ENSG00000040531.14:s:3647444-3647604_3647522-3648847,3647444,3647604,3647522,3648847,,,1325,chr17:3647522-3648847,chr17:3647444-3647604,160,1,source
CTNS,ENSG00000040531.14,ENSG00000040531.14:s:3647444-3647604,-0.169861946748227,0.810598908493684,1.77123280287184e-06,0.525,0.321,s|1e1.1o1|1e2.1o1,FALSE,FALSE,TRUE,2,3,1,chr17,+,ENSG00000040531.14:s:3647444-3647604_3647522-3654998,3648847,3648931,3647522,3654998,,,7476,chr17:3647522-3654998,chr17:3648847-3648931,84,0,source
MTMR1,ENSG00000063601.17,ENSG00000063601.17:s:150750730-150750843,0.118988527836897,0.607786682638291,3.08709890962261e-06,0.033,0.179,s|1e1.1o1|1e2.1o1,FALSE,FALSE,TRUE,2,3,1,chrX,+,ENSG00000063601.17:s:150750730-150750843_150750843-150751030,150750730,150750843,150750843,150751030,,,187,chrX:150750843-150751030,chrX:150750730-150750843,113,2,source
MTMR1,ENSG00000063601.17,ENSG00000063601.17:s:150750730-150750843,-0.118988577845741,0.60778727228243,3.08726598263753e-06,0.967,0.821,s|1e1.1o1|1e2.1o1,FALSE,FALSE,TRUE,2,3,1,chrX,+,ENSG00000063601.17:s:150750730-150750843_150750843-150755689,150751030,150751289,150750843,150755689,,,4846,chrX:150750843-150755689,chrX:150751030-150751289,259,1,source
PTPN18,ENSG00000072135.13,ENSG00000072135.13:s:130373157-130374571,0.12956831379471,0.704618198201378,1.85359844150312e-05,0.033,0.176,s|1e1.1o1|i,FALSE,FALSE,FALSE,2,2,1,chr2,+,ENSG00000072135.13:s:130373157-130374571_130373220-130374666,130373157,130374571,130373220,130374666,130374572,130374665,1446,chr2:130373220-130374666,chr2:130373157-130374571,1414,1,source
PTPN18,ENSG00000072135.13,ENSG00000072135.13:s:130373157-130374571,-0.129568402079454,0.704618929843653,1.85374202377187e-05,0.967,0.824,s|1e1.1o1|i,FALSE,FALSE,FALSE,2,2,1,chr2,+,ENSG00000072135.13:s:130373157-130374571_130374572-130374665,130374666,130375405,130374572,130374665,,,93,chr2:130374572-130374665,chr2:130374666-130375405,739,1,source
SNCB,ENSG00000074317.11,ENSG00000074317.11:t:176629534-176629663,-0.119078910079555,0.668238276432956,1.84123522972701e-06,0.82,0.691,t|1e1.1o1|1e2.2o2,FALSE,FALSE,TRUE,2,3,1,chr5,-,ENSG00000074317.11:t:176629534-176629663_176629663-176630280,176629534,176629663,176629663,176630280,,,617,chr5:176629663-176630280,chr5:176629534-176629663,129,0,target
SNCB,ENSG00000074317.11,ENSG00000074317.11:t:176629534-176629663,0.119078910940302,0.668238178625654,1.84113012190383e-06,0.18,0.309,t|1e1.1o1|1e2.2o2,FALSE,FALSE,TRUE,2,3,1,chr5,-,ENSG00000074317.11:t:176629534-176629663_176629663-176629809,176629809,176630048,176629663,176629809,,,146,chr5:176629663-176629809,chr5:176629809-176630048,239,2,target
ACTL6B,ENSG00000077080.9,ENSG00000077080.9:s:100655019-100655119,2.16376042966173e-07,8.56563791665029e-21,0.792684455841568,0,0.022,s|1e1.1o2|1e1.2o2|1e2.1o1,FALSE,TRUE,TRUE,3,3,0,chr7,-,ENSG00000077080.9:s:100655019-100655119_100650663-100655019,100649961,100650135,100650663,100655019,,,4356,chr7:100650663-100655019,chr7:100649961-100650135,174,0,source
ACTL6B,ENSG00000077080.9,ENSG00000077080.9:s:100655019-100655119,0.394648818359859,1,1.47191396559337e-20,0.001,0.411,s|1e1.1o2|1e1.2o2|1e2.1o1,FALSE,TRUE,TRUE,3,3,0,chr7,-,ENSG00000077080.9:s:100655019-100655119_100650643-100655019,100650575,100650663,100650643,100655019,,,4376,chr7:100650643-100655019,chr7:100650575-100650663,88,1,source
ACTL6B,ENSG00000077080.9,ENSG00000077080.9:s:100655019-100655119,-0.417137460762926,1,0,0.999,0.568,s|1e1.1o2|1e1.2o2|1e2.1o1,FALSE,TRUE,TRUE,3,3,1,chr7,-,ENSG00000077080.9:s:100655019-100655119_100650135-100655019,100655019,100655119,100650135,100655019,,,4884,chr7:100650135-100655019,chr7:100655019-100655119,100,1,source
ACTL6B,ENSG00000077080.9,ENSG00000077080.9:t:100649961-100650135,-0.426199154276702,1,0,0.999,0.559,t|1e1.1o1|1e2.1o1,FALSE,FALSE,TRUE,2,3,1,chr7,-,ENSG00000077080.9:t:100649961-100650135_100650135-100655019,100649961,100650135,100650135,100655019,,,4884,chr7:100650135-100655019,chr7:100649961-100650135,174,0,target
ACTL6B,ENSG00000077080.9,ENSG00000077080.9:t:100649961-100650135,0.426199182310313,1,1.35842127437164e-19,0.001,0.441,t|1e1.1o1|1e2.1o1,FALSE,FALSE,TRUE,2,3,0,chr7,-,ENSG00000077080.9:t:100649961-100650135_100650135-100650575,100650575,100650663,100650135,100650575,,,440,chr7:100650135-100650575,chr7:100650575-100650663,88,1,target
BCKDHB,ENSG00000083123.15,ENSG00000083123.15:s:80127547-80127624,0.196749036266701,0.944555346575495,3.42757292365867e-07,0.029,0.241,s|1e1.1o1|1e2.1o1,FALSE,FALSE,TRUE,2,3,0,chr6,+,ENSG00000083123.15:s:80127547-80127624_80127624-80128599,80127547,80127624,80127624,80128599,,,975,chr6:80127624-80128599,chr6:80127547-80127624,77,2,source
BCKDHB,ENSG00000083123.15,ENSG00000083123.15:s:80127547-80127624,-0.196749030750578,0.944555425558263,3.42772718098239e-07,0.971,0.759,s|1e1.1o1|1e2.1o1,FALSE,FALSE,TRUE,2,3,1,chr6,+,ENSG00000083123.15:s:80127547-80127624_80127624-80129161,80128599,nan,80127624,80129161,,,1537,chr6:80127624-80129161,chr6:80128599-nan,,,source
ANKRD10,ENSG00000088448.14,ENSG00000088448.14:t:110903475-110903539,-0.14116111875067,0.714711345316355,2.21590410486305e-05,0.49,0.321,t|1e1.1o1|i,FALSE,FALSE,FALSE,2,2,1,chr13,-,ENSG00000088448.14:t:110903475-110903539_110903539-110906033,110903475,110903539,110903539,110906033,110903540,110904030,2494,chr13:110903539-110906033,chr13:110903475-110903539,64,1,target
ANKRD10,ENSG00000088448.14,ENSG00000088448.14:t:110903475-110903539,0.141161062507742,0.71471089105773,2.21573319226457e-05,0.51,0.679,t|1e1.1o1|i,FALSE,FALSE,FALSE,2,2,0,chr13,-,ENSG00000088448.14:t:110903475-110903539_110903540-110904030,110906033,110906124,110903540,110904030,,,490,chr13:110903540-110904030,chr13:110906033-110906124,91,1,target
RBM41,ENSG00000089682.16,ENSG00000089682.16:s:107114300-107115556,-0.253019429139277,0.975896973456961,3.34167619353565e-07,0.943,0.664,s|1e1.1o1|1e2.1o1,FALSE,FALSE,TRUE,2,3,1,chrX,-,ENSG00000089682.16:s:107114300-107115556_107113468-107115352,107088735,107088839,107113468,107115352,,,1884,chrX:107113468-107115352,chrX:107088735-107088839,104,2,source
RBM41,ENSG00000089682.16,ENSG00000089682.16:s:107114300-107115556,0.253019456603556,0.975897006588939,3.34152571429499e-07,0.057,0.336,s|1e1.1o1|1e2.1o1,FALSE,FALSE,TRUE,2,3,1,chrX,-,ENSG00000089682.16:s:107114300-107115556_107088839-107115352,107113397,107113468,107088839,107115352,,,26513,chrX:107088839-107115352,chrX:107113397-107113468,71,2,source
TRIOBP,ENSG00000100106.22,ENSG00000100106.22:s:37710427-37710566,-0.125538537825646,0.645425078114493,2.82229572934334e-06,0.79,0.642,s|1e1.1o1|1e2.1o1|1e3.1o3,FALSE,FALSE,TRUE,3,4,1,chr22,+,ENSG00000100106.22:s:37710427-37710566_37710566-37713210,37710427,37710566,37710566,37713210,,,2644,chr22:37710566-37713210,chr22:37710427-37710566,139,1,source
TRIOBP,ENSG00000100106.22,ENSG00000100106.22:s:37710427-37710566,0.0737580108951508,0.313360924026543,7.8007635235385e-06,0.143,0.243,s|1e1.1o1|1e2.1o1|1e3.1o3,FALSE,FALSE,TRUE,3,4,1,chr22,+,ENSG00000100106.22:s:37710427-37710566_37710566-37715763,37713210,37713411,37710566,37715763,,,5197,chr22:37710566-37715763,chr22:37713210-37713411,201,0,source
TRIOBP,ENSG00000100106.22,ENSG00000100106.22:s:37710427-37710566,0.030611928995429,0.0371664328288735,5.57952886718465e-05,0.068,0.117,s|1e1.1o1|1e2.1o1|1e3.1o3,FALSE,FALSE,TRUE,3,4,0,chr22,+,ENSG00000100106.22:s:37710427-37710566_37710566-37723185,37715763,37715934,37710566,37723185,,,12619,chr22:37710566-37723185,chr22:37715763-37715934,171,0,source
PNPLA3,ENSG00000100344.10,ENSG00000100344.10:t:43926935-43927167,0.144368477241549,0.715437896838521,2.3094246402254e-05,0.073,0.256,t|1e1.1o2|1e1.2o2|2e1.2o2|i,TRUE,TRUE,FALSE,4,2,1,chr22,+,ENSG00000100344.10:t:43926935-43927167_43924086-43926935,43923739,43924098,43924086,43926935,43924335,43926934,2849,chr22:43924086-43926935,chr22:43923739-43924098,359,2,target
PNPLA3,ENSG00000100344.10,ENSG00000100344.10:t:43926935-43927167,-0.078226824006185,0.363123916699621,7.46996665470512e-05,0.809,0.671,t|1e1.1o2|1e1.2o2|2e1.2o2|i,TRUE,TRUE,FALSE,4,2,1,chr22,+,ENSG00000100344.10:t:43926935-43927167_43924098-43926935,43926935,43927167,43924098,43926935,,,2837,chr22:43924098-43926935,chr22:43926935-43927167,232,1,target
PNPLA3,ENSG00000100344.10,ENSG00000100344.10:t:43926935-43927167,-0.00355320139301837,0.0139719337103667,0.00110705142266909,0.073,0.068,t|1e1.1o2|1e1.2o2|2e1.2o2|i,TRUE,TRUE,FALSE,4,2,1,chr22,+,ENSG00000100344.10:t:43926935-43927167_43924098-43926940,,,43924098,43926940,,,2842,chr22:43924098-43926940,chr22:NA-NA,,,target
PNPLA3,ENSG00000100344.10,ENSG00000100344.10:t:43926935-43927167,-0.00758680971156876,0.000989555177299088,0.00783762587425674,0.045,0.005,t|1e1.1o2|1e1.2o2|2e1.2o2|i,TRUE,TRUE,FALSE,4,2,0,chr22,+,ENSG00000100344.10:t:43926935-43927167_43924335-43926934,,,43924335,43926934,,,2599,chr22:43924335-43926934,chr22:NA-NA,,,target
CEP192,ENSG00000101639.18,ENSG00000101639.18:t:13116374-13116503,0.00267688323433657,0.00139753106004734,0.000448693172938608,0.03,0.037,t|1e1.1o1|1e2.1o1|2e2.1o1,FALSE,TRUE,TRUE,3,3,1,chr18,+,ENSG00000101639.18:t:13116374-13116503_13105079-13116374,13104984,13105079,13105079,13116374,,,11295,chr18:13105079-13116374,chr18:13104984-13105079,95,2,target
CEP192,ENSG00000101639.18,ENSG00000101639.18:t:13116374-13116503,0.119002882573789,0.567872286230553,4.3325043245473e-06,0.586,0.757,t|1e1.1o1|1e2.1o1|2e2.1o1,FALSE,TRUE,TRUE,3,3,0,chr18,+,ENSG00000101639.18:t:13116374-13116503_13114251-13116374,13114130,13114251,13114251,13116374,,,2123,chr18:13114251-13116374,chr18:13114130-13114251,121,1,target
CEP192,ENSG00000101639.18,ENSG00000101639.18:t:13116374-13116503,-0.131652465755936,0.632784498360664,3.55211434333036e-06,0.385,0.206,t|1e1.1o1|1e2.1o1|2e2.1o1,FALSE,TRUE,TRUE,3,3,1,chr18,+,ENSG00000101639.18:t:13116374-13116503_13114251-13116377,13116374,13116503,13114251,13116377,,,2126,chr18:13114251-13116377,chr18:13116374-13116503,129,0,target
CORO7-PAM16,ENSG00000103426.12,ENSG00000103426.12:s:4387986-4388068,0.122068126637252,0.706025317524951,4.47740862864688e-07,0.003,0.149,s|1e1.1o1|1e2.1o1,FALSE,FALSE,TRUE,2,3,0,chr16,-,ENSG00000103426.12:s:4387986-4388068_4367442-4387986,4365491,4365545,4367442,4387986,,,20544,chr16:4367442-4387986,chr16:4365491-4365545,54,0,source
CORO7-PAM16,ENSG00000103426.12,ENSG00000103426.12:s:4387986-4388068,-0.122068149653868,0.706025573568797,4.4776581664685e-07,0.997,0.851,s|1e1.1o1|1e2.1o1,FALSE,FALSE,TRUE,2,3,1,chr16,-,ENSG00000103426.12:s:4387986-4388068_4365545-4387986,4367184,4367442,4365545,4387986,,,22441,chr16:4365545-4387986,chr16:4367184-4367442,258,0,source
STMN2,ENSG00000104435.13,ENSG00000104435.13:s:79610814-79611433,7.77155985295739e-16,7.29950855916768e-21,0.999999999007135,0,0.001,s|1e1.1o1|1e2.1o1|1e3.1o1|i,FALSE,FALSE,TRUE,4,4,0,chr8,+,ENSG00000104435.13:s:79610814-79611433_79611214-79613823,79610814,79611433,79611214,79613823,79611434,79611734,2609,chr8:79611214-79613823,chr8:79610814-79611433,619,1,source
STMN2,ENSG00000104435.13,ENSG00000104435.13:s:79610814-79611433,0.481996309551116,1,3.01973946444612e-18,0,0.495,s|1e1.1o1|1e2.1o1|1e3.1o1|i,FALSE,FALSE,TRUE,4,4,0,chr8,+,ENSG00000104435.13:s:79610814-79611433_79611214-79616822,79613823,79613937,79611214,79616822,,,5608,chr8:79611214-79616822,chr8:79613823-79613937,114,0,source
STMN2,ENSG00000104435.13,ENSG00000104435.13:s:79610814-79611433,-0.465507440860462,1,0,0.948,0.492,s|1e1.1o1|1e2.1o1|1e3.1o1|i,FALSE,FALSE,TRUE,4,4,1,chr8,+,ENSG00000104435.13:s:79610814-79611433_79611214-79636802,79616822,nan,79611214,79636802,,,25588,chr8:79611214-79636802,chr8:79616822-nan,,,source
STMN2,ENSG00000104435.13,ENSG00000104435.13:s:79610814-79611433,-0.0281505817786234,0.01833309190354,0.00136784141945201,0.052,0.01,s|1e1.1o1|1e2.1o1|1e3.1o1|i,FALSE,FALSE,TRUE,4,4,0,chr8,+,ENSG00000104435.13:s:79610814-79611433_79611434-79611734,79636802,79636897,79611434,79611734,,,300,chr8:79611434-79611734,chr8:79636802-79636897,95,2,source
AGFG2,ENSG00000106351.13,ENSG00000106351.13:t:100562259-100562379,0.187457535808295,0.880304230473653,1.12906878572489e-06,0.743,0.96,t|1e1.1o2|1e2.1o1,FALSE,FALSE,TRUE,2,3,1,chr7,+,ENSG00000106351.13:t:100562259-100562379_100555735-100562259,100555610,100556370,100555735,100562259,,,6524,chr7:100555735-100562259,chr7:100555610-100556370,760,1,target
AGFG2,ENSG00000106351.13,ENSG00000106351.13:t:100562259-100562379,-0.187457548425953,0.880304227031005,1.12911997962595e-06,0.257,0.04,t|1e1.1o2|1e2.1o1,FALSE,FALSE,TRUE,2,3,1,chr7,+,ENSG00000106351.13:t:100562259-100562379_100556626-100562259,100556594,100556626,100556626,100562259,,,5633,chr7:100556626-100562259,chr7:100556594-100556626,32,2,target
DDX50,ENSG00000107625.13,ENSG00000107625.13:s:68902051-68902426,0.156710685963173,0.728554186470158,2.73275529312007e-06,0.2,0.402,s|1e1.1o2|1e2.1o1,FALSE,FALSE,TRUE,2,3,0,chr10,+,ENSG00000107625.13:s:68902051-68902426_68902426-68906226,68902051,68902426,68902426,68906226,,,3800,chr10:68902426-68906226,chr10:68902051-68902426,375,0,source
DDX50,ENSG00000107625.13,ENSG00000107625.13:s:68902051-68902426,-0.156710723197938,0.728554381872421,2.73289074970151e-06,0.8,0.598,s|1e1.1o2|1e2.1o1,FALSE,FALSE,TRUE,2,3,0,chr10,+,ENSG00000107625.13:s:68902051-68902426_68902426-68906711,68906226,68906337,68902426,68906711,,,4285,chr10:68902426-68906711,chr10:68906226-68906337,111,0,source
MPP2,ENSG00000108852.14,ENSG00000108852.14:s:43898227-43898380,0.00263600872927665,3.71634456542786e-09,0.471433080093399,0.03,0.04,s|1e1.3o3|2e2.1o1|2e3.3o3,TRUE,FALSE,TRUE,3,4,1,chr17,-,ENSG00000108852.14:s:43898227-43898380_43883355-43898280,43883203,43883386,43883355,43898280,,,14925,chr17:43883355-43898280,chr17:43883203-43883386,183,0,source
MPP2,ENSG00000108852.14,ENSG00000108852.14:s:43898227-43898380,0.120136949637502,0.701144138784979,2.15472291390243e-07,0.034,0.147,s|1e1.3o3|2e2.1o1|2e3.3o3,TRUE,FALSE,TRUE,3,4,1,chr17,-,ENSG00000108852.14:s:43898227-43898380_43884155-43898262,43883386,43884155,43884155,43898262,,,14107,chr17:43884155-43898262,chr17:43883386-43884155,769,1,source
MPP2,ENSG00000108852.14,ENSG00000108852.14:s:43898227-43898380,-0.113458694794075,0.636093776844441,5.01805746622175e-07,0.937,0.813,s|1e1.3o3|2e2.1o1|2e3.3o3,TRUE,FALSE,TRUE,3,4,1,chr17,-,ENSG00000108852.14:s:43898227-43898380_43883355-43898262,43898227,43898380,43883355,43898262,,,14907,chr17:43883355-43898262,chr17:43898227-43898380,153,0,source
MPP2,ENSG00000108852.14,ENSG00000108852.14:t:43883203-43883386,7.77155965710684e-16,8.56558349536148e-21,0.999999999943745,0.002,0.005,t|1e1.1o1|1e2.2o5|1e2.3o5|1e3.1o2,TRUE,FALSE,TRUE,4,4,1,chr17,-,ENSG00000108852.14:t:43883203-43883386_43883355-43904430,43883203,43883386,43883355,43904430,,,21075,chr17:43883355-43904430,chr17:43883203-43883386,183,0,target
MPP2,ENSG00000108852.14,ENSG00000108852.14:t:43883203-43883386,0.00211131310363524,8.49571635273143e-10,0.473996892896112,0.029,0.04,t|1e1.1o1|1e2.2o5|1e2.3o5|1e3.1o2,TRUE,FALSE,TRUE,4,4,1,chr17,-,ENSG00000108852.14:t:43883203-43883386_43883355-43898280,43883386,43884155,43883355,43898280,,,14925,chr17:43883355-43898280,chr17:43883386-43884155,769,1,target
MPP2,ENSG00000108852.14,ENSG00000108852.14:t:43883203-43883386,-0.106617180113318,0.556905969409617,2.69324481083633e-06,0.908,0.796,t|1e1.1o1|1e2.2o5|1e2.3o5|1e3.1o2,TRUE,FALSE,TRUE,4,4,1,chr17,-,ENSG00000108852.14:t:43883203-43883386_43883355-43898262,43898227,43898380,43883355,43898262,,,14907,chr17:43883355-43898262,chr17:43898227-43898380,153,0,target
MPP2,ENSG00000108852.14,ENSG00000108852.14:t:43883203-43883386,0.0827996548109595,0.331088251092986,6.22917759394398e-06,0.06,0.16,t|1e1.1o1|1e2.2o5|1e2.3o5|1e3.1o2,TRUE,FALSE,TRUE,4,4,1,chr17,-,ENSG00000108852.14:t:43883203-43883386_43883355-43884084,43904430,43904493,43883355,43884084,,,729,chr17:43883355-43884084,chr17:43904430-43904493,63,0,target
ASCC3,ENSG00000112249.14,ENSG00000112249.14:s:100864064-100864214,0.101938404130593,0.477677228430538,5.70286680726291e-06,0.166,0.331,s|1e1.1o1|1e2.1o1,FALSE,FALSE,TRUE,2,3,1,chr6,-,ENSG00000112249.14:s:100864064-100864214_100859202-100864064,100848004,100848707,100859202,100864064,,,4862,chr6:100859202-100864064,chr6:100848004-100848707,703,1,source
ASCC3,ENSG00000112249.14,ENSG00000112249.14:s:100864064-100864214,-0.10193839631433,0.477677474635528,5.7031345265246e-06,0.834,0.669,s|1e1.1o1|1e2.1o1,FALSE,FALSE,TRUE,2,3,1,chr6,-,ENSG00000112249.14:s:100864064-100864214_100848707-100864064,100856303,100859202,100848707,100864064,,,15357,chr6:100848707-100864064,chr6:100856303-100859202,2899,1,source
CPEB4,ENSG00000113742.14,ENSG00000113742.14:s:173910523-173910818,-0.109571184304217,0.5486908457917,4.00047032711459e-06,0.508,0.382,s|1e1.1o1|1e2.2o2|1e3.1o1,FALSE,FALSE,TRUE,3,4,1,chr5,+,ENSG00000113742.14:s:173910523-173910818_173910604-173932450,173910523,173910818,173910604,173932450,,,21846,chr5:173910604-173932450,chr5:173910523-173910818,295,1,source
CPEB4,ENSG00000113742.14,ENSG00000113742.14:s:173910523-173910818,0.138221730996648,0.734783375974392,1.90850228103246e-06,0.29,0.442,s|1e1.1o1|1e2.2o2|1e3.1o1,FALSE,FALSE,TRUE,3,4,1,chr5,+,ENSG00000113742.14:s:173910523-173910818_173910604-173943026,173932450,173932500,173910604,173943026,,,32422,chr5:173910604-173943026,chr5:173932450-173932500,50,2,source
CPEB4,ENSG00000113742.14,ENSG00000113742.14:s:173910523-173910818,-0.01461769875126,0.0170279153606913,8.41617152270713e-05,0.201,0.172,s|1e1.1o1|1e2.2o2|1e3.1o1,FALSE,FALSE,TRUE,3,4,1,chr5,+,ENSG00000113742.14:s:173910523-173910818_173910604-173944967,173942884,173943049,173910604,173944967,,,34363,chr5:173910604-173944967,chr5:173942884-173943049,165,0,source
RTKN,ENSG00000114993.16,ENSG00000114993.16:t:74431755-74432666,-0.301340899661375,0.995761577157563,9.91002647721118e-08,0.372,0.054,t|1e1.1o1|1e2.1o1|1e3.1o1,FALSE,FALSE,TRUE,3,4,1,chr2,-,ENSG00000114993.16:t:74431755-74432666_74432666-74441706,74431755,74432666,74432666,74441706,,,9040,chr2:74432666-74441706,chr2:74431755-74432666,911,2,target
RTKN,ENSG00000114993.16,ENSG00000114993.16:t:74431755-74432666,0.119428920837002,0.559456031793547,4.59925286120082e-06,0.198,0.375,t|1e1.1o1|1e2.1o1|1e3.1o1,FALSE,FALSE,TRUE,3,4,1,chr2,-,ENSG00000114993.16:t:74431755-74432666_74432666-74440353,74439551,74440197,74432666,74440353,,,7687,chr2:74432666-74440353,chr2:74439551-74440197,646,1,target
RTKN,ENSG00000114993.16,ENSG00000114993.16:t:74431755-74432666,0.0770129635509381,0.35518356914347,8.23244623578828e-06,0.434,0.571,t|1e1.1o1|1e2.1o1|1e3.1o1,FALSE,FALSE,TRUE,3,4,1,chr2,-,ENSG00000114993.16:t:74431755-74432666_74432666-74439551,74440353,74440631,74432666,74439551,,,6885,chr2:74432666-74439551,chr2:74440353-74440631,278,2,target
LAMTOR2,ENSG00000116586.11,ENSG00000116586.11:t:156058278-156058510,-0.107503238516206,0.565978110755741,3.03126334122439e-06,0.202,0.095,t|1e1.1o1|1e2.1o2|1e3.1o1,FALSE,FALSE,TRUE,3,4,1,chr1,+,ENSG00000116586.11:t:156058278-156058510_156055425-156058315,156055085,156055425,156055425,156058315,,,2890,chr1:156055425-156058315,chr1:156055085-156055425,340,1,target
LAMTOR2,ENSG00000116586.11,ENSG00000116586.11:t:156058278-156058510,-0.0147698122697214,0.00179947587657763,0.000616332786247842,0.083,0.051,t|1e1.1o1|1e2.1o2|1e3.1o1,FALSE,FALSE,TRUE,3,4,0,chr1,+,ENSG00000116586.11:t:156058278-156058510_156055675-156058315,156055496,156055993,156055675,156058315,,,2640,chr1:156055675-156058315,chr1:156055496-156055993,497,2,target
