Chr	Start	End	Name	Null	Strand	ExcludedBases	Coverage	IntronDepth	IntronDepth25Percentile	IntronDepth50Percentile	IntronDepth75Percentile	ExonToIntronReadsLeft	ExonToIntronReadsRight	IntronDepthFirst50bp	IntronDepthLast50bp	SpliceLeft	SpliceRight	SpliceExact	IRratio	Warnings	sample
chr19	17627940	17629239	UNC13A	0	-	10	1	21.1238	13	22	28	30	43	27.55	37.6	174	146	146	0.108258	NonUniformIntronCover	CGND-HRA-01938
chr9	35384314	35385723	UNC13B	0	+	10	1	16.7415	13	17	21	29	14	22.95	13.35	12	11	11	0.582486	NonUniformIntronCover	CGND-HRA-01938
chr19	17627940	17629239	UNC13A	0	-	10	1	21.1489	16	21	28	23	28	19	37.45	144	119	119	0.12806	-	CGND-HRA-01939
chr9	35384314	35385723	UNC13B	0	+	10	1	11.5882	7	11	16	24	8	28.45	8.95	16	16	16	0.420043	NonUniformIntronCover	CGND-HRA-01939
chr19	17627940	17629239	UNC13A	0	-	10	1	48.7853	34	50	62	50	72	50.8	67.45	220	196	196	0.181503	-	CGND-HRA-01940
chr9	35384314	35385723	UNC13B	0	+	10	1	17.5241	13	17	23	78	30	61.3	26.6	38	38	38	0.315612	NonUniformIntronCover	CGND-HRA-01940
chr19	17627940	17629239	UNC13A	0	-	10	1	4.05029	2	4	6	1	17	3.7	11.2	20	16	16	0.168409	NonUniformIntronCover	CGND-HRA-01942
chr9	35384314	35385723	UNC13B	0	+	10	1	10.738	7	10	15	13	14	10.65	15.3	20	20	20	0.349339	-	CGND-HRA-01942
chr19	17627940	17629239	UNC13A	0	-	10	0.888285	2.25919	1	2	3	3	5	3.7	4	20	20	20	0.101495	NonUniformIntronCover	CGND-HRA-01943
chr9	35384314	35385723	UNC13B	0	+	10	1	10.8574	8	11	14	11	7	10.55	6.1	24	24	24	0.31148	NonUniformIntronCover	CGND-HRA-01943
chr19	17627940	17629239	UNC13A	0	-	10	0.932506	1.80464	1	2	3	3	1	1.95	0.1	9	7	7	0.167025	LowCover	CGND-HRA-01945
chr9	35384314	35385723	UNC13B	0	+	10	1	9.04991	6	9	11	15	8	14.8	8.3	10	10	10	0.475063	NonUniformIntronCover	CGND-HRA-01945
chr19	17627940	17629239	UNC13A	0	-	10	0.716059	2.52611	0	3	4	2	6	1	4.1	12	10	10	0.173901	NonUniformIntronCover	CGND-HRA-01946
chr9	35384314	35385723	UNC13B	0	+	10	1	20.3743	17	20	24	32	16	30.5	17.5	30	30	30	0.404459	NonUniformIntronCover	CGND-HRA-01946
chr19	17627940	17629239	UNC13A	0	-	10	0.895268	2.88588	1	3	7	0	3	0	3	15	14	14	0.16135	NonUniformIntronCover	CGND-HRA-01947
chr9	35384314	35385723	UNC13B	0	+	10	1	8.02674	7	8	10	16	7	12.15	7.45	26	26	26	0.235895	NonUniformIntronCover	CGND-HRA-01947
chr19	17627940	17629239	UNC13A	0	-	10	0.783553	3.7795	1	4	8	8	13	6.05	15.3	9	9	9	0.295747	NonUniformIntronCover	CGND-HRA-01948
chr9	35384314	35385723	UNC13B	0	+	10	0.849893	5.51515	3	5	8	31	4	16.75	6	15	13	13	0.268833	NonUniformIntronCover	CGND-HRA-01948
chr19	17627940	17629239	UNC13A	0	-	10	0.865012	4.62863	2	5	6	6	11	7.55	7.75	9	9	9	0.339625	NonUniformIntronCover	CGND-HRA-01949
chr9	35384314	35385723	UNC13B	0	+	10	0.669049	1.47415	0	1	3	15	0	9	0	15	15	15	0.0894828	NonUniformIntronCover	CGND-HRA-01949
chr19	17627940	17629239	UNC13A	0	-	10	0.892164	2.39072	2	2	3	1	1	2.7	4	6	5	5	0.284924	LowCover	CGND-HRA-01950
chr9	35384314	35385723	UNC13B	0	+	10	0.98213	8.31551	3	9	11	25	10	16.95	7.1	31	31	31	0.211507	NonUniformIntronCover	CGND-HRA-01950
chr19	17627940	17629239	UNC13A	0	-	10	0.877424	2.28433	1	2	3	1	7	3.6	7	7	6	6	0.246042	LowCover	CGND-HRA-01951
chr9	35384314	35385723	UNC13B	0	+	10	1	8.60784	5	9	11	13	8	11.6	9.25	14	14	14	0.380746	NonUniformIntronCover	CGND-HRA-01951
chr19	17627940	17629239	UNC13A	0	-	10	0.850272	1.46228	1	1	2	0	1	0	1	9	7	7	0.139767	LowCover	CGND-HRA-01952
chr9	35384314	35385723	UNC13B	0	+	10	1	13.0802	10	13	17	18	10	13.8	6.3	14	14	14	0.483017	-	CGND-HRA-01952
chr19	17627940	17629239	UNC13A	0	-	10	0.969744	3.06383	2	3	5	1	7	3.2	6.1	6	5	5	0.338028	LowCover	CGND-HRA-01953
chr9	35384314	35385723	UNC13B	0	+	10	1	15.4082	12	16	18	24	20	21.7	19.25	27	27	27	0.363331	NonUniformIntronCover	CGND-HRA-01953
chr19	17627940	17629239	UNC13A	0	-	10	0.865012	1.77563	1	2	2	1	2	1	1.6	19	16	16	0.0854669	-	CGND-HRA-01954
chr9	35384314	35385723	UNC13B	0	+	10	1	9.79857	7	10	13	16	4	18.3	4	13	12	12	0.429789	NonUniformIntronCover	CGND-HRA-01954
chr19	17627940	17629239	UNC13A	0	-	10	0.84872	1.87041	1	2	3	2	2	1	2	9	9	9	0.172064	-	CGND-HRA-01955
chr9	35384314	35385723	UNC13B	0	+	10	1	12.3351	10	12	16	22	9	18.6	10.55	17	17	17	0.42049	NonUniformIntronCover	CGND-HRA-01955
chr19	17627940	17629239	UNC13A	0	-	10	1	30.4623	24	31	35	30	34	27.3	27.35	119	112	112	0.203813	-	CGND-HRA-01956
chr9	35384314	35385723	UNC13B	0	+	10	1	25.0107	19	25	29	40	17	39.35	15.95	14	13	13	0.641124	NonUniformIntronCover	CGND-HRA-01956
chr19	17627940	17629239	UNC13A	0	-	10	0.775019	1.47002	1	1	3	1	1	2.8	1	2	2	2	0.423634	LowCover	CGND-HRA-01958
chr9	35384314	35385723	UNC13B	0	+	10	1	7.95009	6	8	10	11	5	11.95	3	20	20	20	0.284439	NonUniformIntronCover	CGND-HRA-01958
chr19	17627940	17629239	UNC13A	0	-	10	0.983708	3.38878	2	3	5	4	5	4.95	4.5	5	4	4	0.403966	LowCover	CGND-HRA-01959
chr9	35384314	35385723	UNC13B	0	+	10	1	12.2317	10	12	15	25	15	23.95	11.05	45	45	45	0.213723	NonUniformIntronCover	CGND-HRA-01959
chr19	17627940	17629239	UNC13A	0	-	10	0.597362	1.08317	0	1	2	3	9	2.05	8.5	2	1	1	0.351317	LowCover	CGND-HRA-01960
chr9	35384314	35385723	UNC13B	0	+	10	1	6.77362	5	7	8	13	5	8.8	5.75	26	26	26	0.206679	NonUniformIntronCover	CGND-HRA-01960
chr19	17627940	17629239	UNC13A	0	-	10	0.859581	2.05609	1	2	3	2	3	3	3.4	2	1	1	0.506915	LowCover	CGND-HRA-01961
chr9	35384314	35385723	UNC13B	0	+	10	1	12.2602	10	12	15	27	14	27.05	9.15	26	26	26	0.320444	NonUniformIntronCover	CGND-HRA-01961
chr19	17627940	17629239	UNC13A	0	-	10	0.677269	1.34043	0	1	3	5	9	6	6.9	3	3	3	0.308824	LowCover	CGND-HRA-01962
chr9	35384314	35385723	UNC13B	0	+	10	1	7.03565	5	6	11	13	2	9.15	4.05	18	18	18	0.281025	NonUniformIntronCover	CGND-HRA-01962
chr19	17627940	17629239	UNC13A	0	-	10	1	22.5222	18	23	28	33	35	27.5	29.65	265	242	242	0.0783322	NonUniformIntronCover	CGND-HRA-01963
chr9	35384314	35385723	UNC13B	0	+	10	1	17.3654	14	17	23	25	19	17.35	20.6	19	19	19	0.477526	-	CGND-HRA-01963
chr19	17627940	17629239	UNC13A	0	-	10	1	6.24565	5	6	8	7	7	5.15	7.1	82	77	77	0.0707757	-	CGND-HRA-01964
chr9	35384314	35385723	UNC13B	0	+	10	0.945675	4.32442	3	4	5	7	2	5.8	3	9	9	9	0.324548	NonUniformIntronCover	CGND-HRA-01964
chr19	17627940	17629239	UNC13A	0	-	10	1	15.9594	9	17	22	26	25	25.15	24.05	135	116	116	0.10572	NonUniformIntronCover	CGND-HRA-01965
chr9	35384314	35385723	UNC13B	0	+	10	0.99857	7.61854	6	8	10	29	6	21.05	6.95	15	15	15	0.336827	NonUniformIntronCover	CGND-HRA-01965
chr19	17627940	17629239	UNC13A	0	-	10	1	11.8491	4	12	17	11	33	16.95	27.5	87	84	84	0.119871	NonUniformIntronCover	CGND-HRA-01966
chr9	35384314	35385723	UNC13B	0	+	10	0.902073	3.04278	2	3	4	9	2	4.9	0	9	9	9	0.252664	NonUniformIntronCover	CGND-HRA-01966
chr19	17627940	17629239	UNC13A	0	-	10	0.80993	2.24565	1	2	5	4	8	2.8	8	21	19	19	0.0966051	NonUniformIntronCover	CGND-HRA-01967
chr9	35384314	35385723	UNC13B	0	+	10	1	11.2781	8	11	15	27	17	25.55	15.1	34	34	34	0.249085	NonUniformIntronCover	CGND-HRA-01967
chr19	17627940	17629239	UNC13A	0	-	10	0.734678	1.53578	0	2	2	3	1	1.7	2	20	19	19	0.0713131	-	CGND-HRA-01968
chr9	35384314	35385723	UNC13B	0	+	10	1	6.86809	4	7	9	12	7	11.85	5.55	29	29	29	0.191482	NonUniformIntronCover	CGND-HRA-01968
chr19	17627940	17629239	UNC13A	0	-	10	1	18.4294	8	20	24	18	53	19.9	42.9	148	136	136	0.110734	NonUniformIntronCover	CGND-HRA-01969
chr9	35384314	35385723	UNC13B	0	+	10	0.98213	8.07843	6	8	10	26	19	23.45	16	17	17	17	0.322127	NonUniformIntronCover	CGND-HRA-01969
chr19	17627940	17629239	UNC13A	0	-	10	0.962762	12.4487	5	13	20	13	27	16.45	20.4	85	77	77	0.127747	NonUniformIntronCover	CGND-HRA-01970
chr9	35384314	35385723	UNC13B	0	+	10	1	6.32264	4	6	11	38	5	27.25	3.75	11	11	11	0.364993	NonUniformIntronCover	CGND-HRA-01970
chr19	17627940	17629239	UNC13A	0	-	10	1	19.677	13	20	26	31	46	26.8	31.9	206	186	186	0.0871909	NonUniformIntronCover	CGND-HRA-01971
chr9	35384314	35385723	UNC13B	0	+	10	1	11.3012	8	11	14	45	10	40.45	11.25	24	24	24	0.320137	NonUniformIntronCover	CGND-HRA-01971
chr19	17627940	17629239	UNC13A	0	-	10	0.883631	4.69439	1	5	8	7	15	9	11.85	96	81	81	0.0466202	NonUniformIntronCover	CGND-HRA-01972
chr9	35384314	35385723	UNC13B	0	+	10	0.992137	4.96078	4	5	6	14	4	12.05	4	10	10	10	0.331586	NonUniformIntronCover	CGND-HRA-01972
chr19	17627940	17629239	UNC13A	0	-	10	0.991466	12.4874	8	13	17	15	29	14.95	24.9	217	185	185	0.0544144	NonUniformIntronCover	CGND-HRA-01973
chr9	35384314	35385723	UNC13B	0	+	10	1	11.7219	9	12	14	24	6	16.2	5	28	28	28	0.2951	NonUniformIntronCover	CGND-HRA-01973
chr19	17627940	17629239	UNC13A	0	-	10	1	22.7679	16	23	30	32	48	26	34.95	209	178	178	0.0982357	NonUniformIntronCover	CGND-HRA-01974
chr9	35384314	35385723	UNC13B	0	+	10	1	12.8859	11	13	18	20	14	20.35	9.9	12	12	12	0.5178	NonUniformIntronCover	CGND-HRA-01974
chr19	17627940	17629239	UNC13A	0	-	10	1	24.2592	17	25	29.5	36	31	24.8	32.25	434	384	384	0.0529377	-	CGND-HRA-01976
chr9	35384314	35385723	UNC13B	0	+	10	1	30.1373	26	30	33	34	14	31.9	21.4	35	35	35	0.462673	NonUniformIntronCover	CGND-HRA-01976
chr19	17627940	17629239	UNC13A	0	-	10	1	20.4681	15	20	29	9	22	8.9	20.05	163	135	135	0.111562	NonUniformIntronCover	CGND-HRA-01981
chr9	35384314	35385723	UNC13B	0	+	10	1	18.7094	16	19	22	18	18	20.35	15.4	26	26	26	0.418467	-	CGND-HRA-01981
chr19	17627940	17629239	UNC13A	0	-	10	1	20.4487	14	20	28	14	32	15.15	27.75	39	36	36	0.343973	NonUniformIntronCover	CGND-HRA-01982
chr9	35384314	35385723	UNC13B	0	+	10	1	11.7558	10	12	14	16	7	13.2	10.25	8	8	8	0.595055	NonUniformIntronCover	CGND-HRA-01982
chr19	17627940	17629239	UNC13A	0	-	10	1	21.5803	14	21	32	21	27	21.35	26.95	56	51	51	0.278167	-	CGND-HRA-01983
chr9	35384314	35385723	UNC13B	0	+	10	1	12.6275	9	12	16	38	15	19.65	17.4	12	12	12	0.512739	NonUniformIntronCover	CGND-HRA-01983
chr19	17627940	17629239	UNC13A	0	-	10	1	16.6267	12	17	22	17	18	11.2	15.9	175	149	149	0.0867661	-	CGND-HRA-01984
chr9	35384314	35385723	UNC13B	0	+	10	1	12.1408	9	12	15	12	10	9.35	10.5	13	13	13	0.482913	-	CGND-HRA-01984
chr19	17627940	17629239	UNC13A	0	-	10	0.957331	4.21857	3	4	6	7	10	10.85	9.9	5	5	5	0.457616	LowCover	CGND-HRA-01985
chr9	35384314	35385723	UNC13B	0	+	10	1	13.1658	10	13	16	20	7	21.1	9.45	11	11	11	0.544811	NonUniformIntronCover	CGND-HRA-01985
chr19	17627940	17629239	UNC13A	0	-	10	0.891389	1.95938	1	2	4	1	8	1.1	6.35	5	5	5	0.281545	LowCover	CGND-HRA-01986
chr9	35384314	35385723	UNC13B	0	+	10	1	11.0606	8	11	13	10	8	11.3	6.4	19	19	19	0.367944	-	CGND-HRA-01986
chr19	17627940	17629239	UNC13A	0	-	10	1	20.7737	14	22	28	21	35	15.25	34.75	30	25	25	0.409143	NonUniformIntronCover	CGND-HRA-01987
chr9	35384314	35385723	UNC13B	0	+	10	0.997856	4.75579	3	5	7	10	3	5.1	5.75	15	14	14	0.240729	NonUniformIntronCover	CGND-HRA-01987
chr19	17627940	17629239	UNC13A	0	-	10	0.983708	16.7621	11	17	22	29	39	22.25	35.95	102	84	84	0.14114	NonUniformIntronCover	CGND-HRA-01988
chr9	35384314	35385723	UNC13B	0	+	10	1	9.61141	7	10	12	20	6	16.8	6.75	12	12	12	0.444738	NonUniformIntronCover	CGND-HRA-01988
chr19	17627940	17629239	UNC13A	0	-	10	0.958883	21.7544	12	22	33	32	71	26.7	64.85	71	64	64	0.234537	NonUniformIntronCover	CGND-HRA-01989
chr9	35384314	35385723	UNC13B	0	+	10	1	7.59893	5	8	12	28	4	19.3	3.8	16	16	16	0.322003	NonUniformIntronCover	CGND-HRA-01989
chr19	17627940	17629239	UNC13A	0	-	10	1	20.6035	7	22	29	34	36	29.9	33.1	84	73	73	0.196967	NonUniformIntronCover	CGND-HRA-01990
chr9	35384314	35385723	UNC13B	0	+	10	1	6.68271	4	6	9	30	11	29.25	8.65	20	20	20	0.250451	NonUniformIntronCover	CGND-HRA-01990
chr19	17627940	17629239	UNC13A	0	-	10	1	34.0735	10.5	36	49	43	76	50.85	57.75	113	104	104	0.231677	NonUniformIntronCover	CGND-HRA-01991
chr9	35384314	35385723	UNC13B	0	+	10	1	10.6043	8	10	15	51	12	31.3	14.1	16	16	16	0.398593	NonUniformIntronCover	CGND-HRA-01991
chr19	17627940	17629239	UNC13A	0	-	10	1	14.3269	9	15	22	19	28	17.9	25.95	26	23	23	0.355269	NonUniformIntronCover	CGND-HRA-01992
chr9	35384314	35385723	UNC13B	0	+	10	1	5.95365	4	6	7	4	4	6.1	4.55	12	12	12	0.331612	-	CGND-HRA-01992
chr19	17627940	17629239	UNC13A	0	-	10	1	14	11	14	17	18	17	16	17	122	112	112	0.102941	-	CGND-HRA-01993
chr9	35384314	35385723	UNC13B	0	+	10	1	9.56328	7	10	12	20	7	13.6	7.35	20	20	20	0.323485	NonUniformIntronCover	CGND-HRA-01993
chr19	17627940	17629239	UNC13A	0	-	10	1	23.3675	17	23	32	24	27	33.75	24.25	88	77	77	0.209823	-	CGND-HRA-01996
chr9	35384314	35385723	UNC13B	0	+	10	1	13.8235	10	14	17	27	14	22.55	17.55	10	10	10	0.580247	NonUniformIntronCover	CGND-HRA-01996
chr19	17627940	17629239	UNC13A	0	-	10	1	19.3153	14	19	26	18	34	18.6	28.35	36	33	33	0.349185	NonUniformIntronCover	CGND-HRA-01997
chr9	35384314	35385723	UNC13B	0	+	10	0.994996	3.81818	3	4	5	5	7	4.45	5	15	15	15	0.202899	NonUniformIntronCover	CGND-HRA-01997
chr19	17627940	17629239	UNC13A	0	-	10	1	6.72921	5	7	9	9	11	8.4	9.75	152	121	121	0.0423943	NonUniformIntronCover	CGND-HRA-01998
chr9	35384314	35385723	UNC13B	0	+	10	1	8.01783	6	8	10	19	10	15.2	10.45	22	25	22	0.242833	NonUniformIntronCover	CGND-HRA-01998
chr19	17627940	17629239	UNC13A	0	-	10	1	9.62476	7	10	11	12	16	7.7	10.8	160	136	136	0.0567415	NonUniformIntronCover	CGND-HRA-01999
chr9	35384314	35385723	UNC13B	0	+	10	1	8.94474	6	9	13	14	5	8.15	5.1	30	29	29	0.229678	NonUniformIntronCover	CGND-HRA-01999
chr19	17627940	17629239	UNC13A	0	-	10	1	8.71567	5	9	12	12	11	9.95	10	147	129	129	0.0559717	-	CGND-HRA-02000
chr9	35384314	35385723	UNC13B	0	+	10	0.969264	5.59002	3	6	8	10	4	10.05	3	16	16	16	0.258917	NonUniformIntronCover	CGND-HRA-02000
chr19	17627940	17629239	UNC13A	0	-	10	0.927075	10.7021	4	9	17	12	22	11.6	17.85	43	37	37	0.199287	NonUniformIntronCover	CGND-HRA-02001
chr9	35384314	35385723	UNC13B	0	+	10	0.99857	6.61676	5	6	9	27	11	21.45	10.4	14	14	14	0.320941	NonUniformIntronCover	CGND-HRA-02001
chr19	17627940	17629239	UNC13A	0	-	10	1	16.2631	10	17	21	19	54	18.4	40.5	114	91	91	0.124848	NonUniformIntronCover	CGND-HRA-02003
chr9	35384314	35385723	UNC13B	0	+	10	0.987848	4.11408	2	4	6	8	5	9.2	4	25	25	25	0.141309	NonUniformIntronCover	CGND-HRA-02003
chr19	17627940	17629239	UNC13A	0	-	10	1	26.706	19	27	34	32	48	28.45	47.85	45	42	42	0.372437	NonUniformIntronCover	CGND-HRA-02005
chr9	35384314	35385723	UNC13B	0	+	10	0.960686	4.81462	2	5	8	9	1	9.5	6.2	4	4	4	0.546208	LowCover	CGND-HRA-02005
chr19	17627940	17629239	UNC13A	0	-	10	0.838635	4.06576	1	4	7	6	7	6	6.55	14	14	14	0.225054	NonUniformIntronCover	CGND-HRA-02006
chr9	35384314	35385723	UNC13B	0	+	10	0.976412	3.78431	2	4	5	10	3	7.85	4	8	8	8	0.321131	NonUniformIntronCover	CGND-HRA-02006
chr19	17627940	17629239	UNC13A	0	-	10	1	9.30368	7	9	12	17	9	16.15	9.45	42	39	39	0.181345	NonUniformIntronCover	CGND-HRA-02007
chr9	35384314	35385723	UNC13B	0	+	10	0.959257	4.85383	3	5	7	10	8	6.05	6.6	11	11	11	0.306161	NonUniformIntronCover	CGND-HRA-02007
chr19	17627940	17629239	UNC13A	0	-	10	1	6.32689	4	6	9	16	13	15.15	10	22	17	17	0.223353	NonUniformIntronCover	CGND-HRA-02008
chr9	35384314	35385723	UNC13B	0	+	10	0.970693	3.46168	2	3	6	7	4	7.5	3.9	4	4	4	0.463927	LowCover	CGND-HRA-02008
chr19	17627940	17629239	UNC13A	0	-	10	0.982157	16.5087	11	15	26	12	38	15	30.7	46	41	41	0.264102	NonUniformIntronCover	CGND-HRA-02009
chr9	35384314	35385723	UNC13B	0	+	10	0.966405	3.49911	2	3	5	5	4	5.35	3.35	2	2	2	0.636305	LowCover	CGND-HRA-02009
chr19	17627940	17629239	UNC13A	0	-	10	0.862684	2.44294	1	2	4	2	7	1	6	5	3	3	0.328222	LowCover	CGND-HRA-02010
chr9	35384314	35385723	UNC13B	0	+	10	1	10.6667	8	10	14	29	3	21.95	3.5	20	19	19	0.347826	NonUniformIntronCover	CGND-HRA-02010
chr19	17627940	17629239	UNC13A	0	-	10	0.882855	2.84913	1	3	4	3	11	3.7	6.9	45	41	41	0.059544	NonUniformIntronCover	CGND-HRA-02012
chr9	35384314	35385723	UNC13B	0	+	10	0.956397	5.4385	1	6	8	7	4	6.9	7	18	18	18	0.232033	-	CGND-HRA-02012
chr19	17627940	17629239	UNC13A	0	-	10	0.955004	8.12766	6	8	11	12	11	11.25	14.05	11	11	11	0.424917	-	CGND-HRA-02016
chr9	35384314	35385723	UNC13B	0	+	10	0.927806	2.28164	1	2	3	7	2	8.2	2.3	13	13	13	0.149306	NonUniformIntronCover	CGND-HRA-02016
chr19	17627940	17629239	UNC13A	0	-	10	1	8.87621	6	9	12	17	19	12.2	14.5	39	37	37	0.185399	NonUniformIntronCover	CGND-HRA-02017
chr9	35384314	35385723	UNC13B	0	+	10	1	11.5312	8	11	14	34	13	26.8	13	7	6	6	0.622259	NonUniformIntronCover	CGND-HRA-02017
chr19	17627940	17629239	UNC13A	0	-	10	1	10.8956	8	11	14	21	13	18.4	11.95	31	30	30	0.260065	NonUniformIntronCover	CGND-HRA-02018
chr9	35384314	35385723	UNC13B	0	+	10	1	10.8841	9	11	13	21	13	15.7	10.1	7	6	6	0.608592	NonUniformIntronCover	CGND-HRA-02018
chr19	17627940	17629239	UNC13A	0	-	10	1	20.3965	16	20	25	18	23	18.45	14.8	38	29	29	0.349276	-	CGND-HRA-02019
chr9	35384314	35385723	UNC13B	0	+	10	0.997856	6.60606	4	7	9	11	6	8.85	9.45	10	10	10	0.39781	NonUniformIntronCover	CGND-HRA-02019
chr19	17627940	17629239	UNC13A	0	-	10	1	14.9381	11	15	21	25	24	19.7	16.35	177	158	158	0.0778277	NonUniformIntronCover	CGND-HRA-02020
chr9	35384314	35385723	UNC13B	0	+	10	1	8.83422	7	9	10	24	5	15.05	3.9	17	17	17	0.341958	NonUniformIntronCover	CGND-HRA-02020
chr19	17627940	17629239	UNC13A	0	-	10	0.982157	5.38298	3	6	8	10	14	9	12.2	45	44	44	0.106841	NonUniformIntronCover	CGND-HRA-02021
chr9	35384314	35385723	UNC13B	0	+	10	1	14.9002	11	15	18	28	16	22.5	11.4	31	31	31	0.324621	NonUniformIntronCover	CGND-HRA-02021
chr19	17627940	17629239	UNC13A	0	-	10	1	8.87621	6	9	11.5	19	16	15.25	15.5	14	14	14	0.38801	NonUniformIntronCover	CGND-HRA-02022
chr9	35384314	35385723	UNC13B	0	+	10	0.959257	4.33512	3	4	7	5	5	5	5.5	6	6	6	0.419455	-	CGND-HRA-02022
chr19	17627940	17629239	UNC13A	0	-	10	1	16.2031	12	17	24	27	25	18.95	23.95	167	153	153	0.0884433	NonUniformIntronCover	CGND-HRA-02023
chr9	35384314	35385723	UNC13B	0	+	10	1	10.3868	7	11	15	17	11	13.1	6.75	7	8	7	0.564905	NonUniformIntronCover	CGND-HRA-02023
chr19	17627940	17629239	UNC13A	0	-	10	1	13.1315	9	13	18	18	19	20	15.85	106	93	93	0.110227	-	CGND-HRA-02024
chr9	35384314	35385723	UNC13B	0	+	10	1	7.29412	5	7	9	15	5	20.5	7.2	10	10	10	0.421769	NonUniformIntronCover	CGND-HRA-02024
chr19	17627940	17629239	UNC13A	0	-	10	1	19.1857	15	19	22	26	21	21.8	17.35	144	127	127	0.11757	-	CGND-HRA-02025
chr9	35384314	35385723	UNC13B	0	+	10	1	11.0463	8	11	14	14	8	12	8.35	8	8	8	0.579972	-	CGND-HRA-02025
chr19	17627940	17629239	UNC13A	0	-	10	1	23.4294	14	25	32	23	40	26.55	35.9	89	74	74	0.208392	NonUniformIntronCover	CGND-HRA-02026
chr9	35384314	35385723	UNC13B	0	+	10	1	11.6471	9	12	14	19	20	11.7	16.35	8	8	8	0.592814	NonUniformIntronCover	CGND-HRA-02026
chr19	17627940	17629239	UNC13A	0	-	10	1	18.0986	15	18	23	20	25	19.25	25.9	48	37	37	0.273813	-	CGND-HRA-02027
chr9	35384314	35385723	UNC13B	0	+	10	1	9.53476	7	9	11	15	8	14.95	7.2	6	6	6	0.613769	NonUniformIntronCover	CGND-HRA-02027
chr19	17627940	17629239	UNC13A	0	-	10	1	14.1509	10	14	20	22	21	19.45	22.35	213	190	190	0.0622972	NonUniformIntronCover	CGND-HRA-02028
chr9	35384314	35385723	UNC13B	0	+	10	1	13.0606	9	13	17	25	5	22.25	5.85	16	16	16	0.449426	NonUniformIntronCover	CGND-HRA-02028
chr19	17627940	17629239	UNC13A	0	-	10	1	13.9207	11	14	16	15	18	19.9	14.65	198	178	178	0.0656882	-	CGND-HRA-02029
chr9	35384314	35385723	UNC13B	0	+	10	1	12.8663	10	13	17	12	10	18.6	11.45	14	14	14	0.478901	-	CGND-HRA-02029
chr19	17627940	17629239	UNC13A	0	-	10	1	11.6151	8	12	14	12	14	12.45	9.5	186	171	171	0.0587763	-	CGND-HRA-02030
chr9	35384314	35385723	UNC13B	0	+	10	1	10.7772	9	11	13	16	14	18.55	10.5	13	13	12	0.453257	-	CGND-HRA-02030
chr19	17627940	17629239	UNC13A	0	-	10	1	32.1412	22	32	43	45	64	40.35	63.5	139	131	131	0.187805	NonUniformIntronCover	CGND-HRA-02031
chr9	35384314	35385723	UNC13B	0	+	10	1	21.6275	15	21	31	52	26	52.7	28.45	22	22	22	0.49573	NonUniformIntronCover	CGND-HRA-02031
chr19	17627940	17629239	UNC13A	0	-	10	0.981381	2.9265	2	3	4	9	2	8.1	3.55	10	5	5	0.226395	LowCover	CGND-HRA-02032
chr9	35384314	35385723	UNC13B	0	+	10	0.941387	6.95544	4	7	9	14	5	16.15	3.25	8	8	8	0.465077	NonUniformIntronCover	CGND-HRA-02032
chr19	17627940	17629239	UNC13A	0	-	10	0.771916	1.38878	1	1	3	8	1	5	0	12	12	12	0.103727	NonUniformIntronCover	CGND-HRA-02033
chr9	35384314	35385723	UNC13B	0	+	10	1	6.44742	4	6	9	15	5	16.35	4.25	11	11	11	0.369534	NonUniformIntronCover	CGND-HRA-02033
chr19	17627940	17629239	UNC13A	0	-	10	1	20.7447	16	21	26	38	39	32.15	38.55	159	139	139	0.115412	NonUniformIntronCover	CGND-HRA-02036
chr9	35384314	35385723	UNC13B	0	+	10	1	11.2246	8	11	15	38	10	34.15	12.1	19	17	17	0.371373	NonUniformIntronCover	CGND-HRA-02036
chr19	17627940	17629239	UNC13A	0	-	10	1	20.9536	17	21	25	34	24	34.5	22.95	75	68	68	0.218372	NonUniformIntronCover	CGND-HRA-02037
chr9	35384314	35385723	UNC13B	0	+	10	1	8.22103	5	8	12	25	13	22.7	9.25	8	8	8	0.506813	NonUniformIntronCover	CGND-HRA-02037
chr19	17627940	17629239	UNC13A	0	-	10	0.978278	14.8878	10	15	20	25	20	21.15	17.9	68	60	60	0.179614	NonUniformIntronCover	CGND-HRA-02038
chr9	35384314	35385723	UNC13B	0	+	10	1	10.8431	8	11	14	22	10	19.5	7.05	12	12	12	0.474678	NonUniformIntronCover	CGND-HRA-02038
chr19	17627940	17629239	UNC13A	0	-	10	1	12.5513	9	12	18	17	31	13.5	29.8	52	48	48	0.194439	NonUniformIntronCover	CGND-HRA-02039
chr9	35384314	35385723	UNC13B	0	+	10	1	10.4439	8	11	14	36	8	21.65	11.8	30	29	29	0.258231	NonUniformIntronCover	CGND-HRA-02039
chr19	17627940	17629239	UNC13A	0	-	10	1	6.13733	5	6	9	15	8	11.15	11	30	28	28	0.169834	NonUniformIntronCover	CGND-HRA-02040
chr9	35384314	35385723	UNC13B	0	+	10	1	4.85383	4	5	6	5	7	5.55	5.15	7	6	6	0.409474	-	CGND-HRA-02040
chr19	17627940	17629239	UNC13A	0	-	10	1	6.96712	5	7	9	7	9	6.25	6.25	163	155	155	0.040991	-	CGND-HRA-02041
chr9	35384314	35385723	UNC13B	0	+	10	1	9.54545	8	9	11	15	9	13.9	10.15	5	5	5	0.65625	NonUniformIntronCover	CGND-HRA-02041
